firstname	1_year	1_count	2_year	2_count
lee-anna				22
lee-anne			2011	40
lee-loo				29
lee-lou			2014	461
lee-roy	2006	164		
leela				144
leeloo			2015	1042
leelou			2015	1969
leely				20
leen				88
leena			2015	688
leeroy	2015	793		
leevan	2015	99		
leeven		21		
leewan	2012	21		
leeya			2012	34
leeyah			2015	79
leger	1950	396		
leha				57
lehana				31
lehane			2006	55
lehanne				24
lehena				21
lehina				27
lehna			2015	787
lehny		21		
leho	2012	97		
lehyan	2015	224		
lehyna				22
lei				20
leia			2015	1882
leiana				43
leiane				21
leidy				33
leif		63		
leika			2004	62
leila			2015	22475
leilah				64
leilana				20
leilani			2009	131
leilanie				43
leilany				31
leili				27
leilia				46
leilla			1993	204
leiloo				23
leilou			2009	308
leily			2011	57
leina			2015	1380
leine			2011	54
leiny		41		
leire			2015	155
leis		26		
leissa			2006	30
leith		57		
leiticia				35
leititia				64
leito		47		
leiya				76
lejla			2006	58
lela			2015	4102
lela				109
lelana				20
lelany			2015	34
lelia			2015	1215
lelian		74		
leliana				20
leliane				25
lelie				48
lelio	2015	469		
lella				50
lella				27
lelou			2012	55
lely				33
lelya				111
lemi	2013	38		
lemia				68
lemis				25
lemmy		146		
lemuel	1995	82		
lemy		34		
lemya			1974	36
len		25		
lena			2015	702
lena			2013	103
lena			2015	6337
lenac		85		36
lenack	2014	38		27
lenael		77		30
lenaelle			2015	385
lenag			2011	154
lenah				61
lenaic	2011	1201	2005	444
lenaick	2009	296	1997	414
lenaig		20	2011	1221
lenaik	2002	77	1994	207
lenais			2011	206
lenalle				27
lenaya				21
lenda				44
lendon		88		
leng		23		
lenha				22
leni	2014	1086		103
lenia				41
lenie			2014	206
lenis		25		
lenita				37
lenka			1972	124
lenna			2015	887
lennah				21
lennart		23		
lenni	2014	191		
lennie		26	2015	472
lennon	2014	134		
lennox		33		
lenny	2015	20184	2015	256
lennys		24		
leno		48		
lenora			2010	202
lens	2009	33		
leny	2015	5955	2009	122
lenya				37
lenys		39		
lenz	2002	21		
lenza				23
lenzo	2015	1655		
leo	2015	6453		
leo-paul	2014	104		
leocade	1917	39		
leocadia			1934	205
leocadie	1955	170	1986	2354
leoda			1922	37
leodie				51
leokadia				26
leokadja				32
leola				26
leolia				34
leoline				27
leon	2015	1244		
leona			2015	3666
leonard	2015	11684	1962	183
leonarda				115
leonarde			1908	138
leonardo	2015	1625		
leonce	2010	7254	1947	2051
leoncette			1929	42
leoncia			1952	443
leoncie			1945	615
leoncine			1930	91
leone		29		
leonel	2010	1156		
leonella				25
leonelle				25
leonette				48
leoni				99
leonia			1949	135
leonice				43
leonid		101		
leonida				46
leonidas	2009	161		
leonide	1945	342	1965	1252
leonie			2015	2192
leonien	1953	107		
leonilda			1928	41
leonilde				66
leonille				46
leonin		37		
leonine			1923	94
leonis	2009	138		
leonise			1964	160
leonit		24		
leonita				45
leonna				32
leonne			1967	2212
leonnie				163
leonny				54
leonor	1930	77	2015	1105
leonora			2010	294
leonore			2015	1987
leonte			1929	49
leontel	1918	20		
leontia				36
leontin	1904	82		
leontina				26
leontine			2015	77
leonus	1975	373		
leony		43		259
leopaul	2008	123		
leopol		136		
leopold	2015	14504	1952	81
leopoldine			2014	1537
leopoldo		91		
leora				88
leria			2013	141
leroy	2008	188		
lery		53		
lesia			2015	433
lesley		22	1998	155
leslie	1989	209	2015	15020
leslie-ann				23
leslie-anne				111
lesline				38
lesly	2009	190	2015	1802
lesly-anne				22
leslye			1991	114
lestat		23		
lester		80		
leszek	1944	57		
lethicia				32
leticia			2015	1153
letisia				20
letissia			1971	28
letitia			2004	773
letizia			2015	564
leto		29		
leto		29		
letty			2015	186
leu	1945	142	1925	26
lev		42		
levan		72		
levana			2015	723
levanah			2006	103
levanna				41
leven		23		
levent	1984	202		
levi	2015	743		
levin		33		
levina				26
levis		36		
levon	2015	141		
levy	2015	857		
levyn		27		
lewan		20		
lewis	2015	1257		
lewys	2014	36		
lex		28		
lexane			2015	478
lexi				49
lexia				61
lexie			2015	1001
lexy		30	2015	223
leya				28
leya			2015	973
leyah				47
leyan	2015	121		37
leyana			2015	232
leyane			2014	53
leyann		48		
leyanna			2013	53
leyanne			2013	28
leyina			2011	77
leyla			2015	2267
leyli				37
leylou				74
leyna			2015	2675
leynah			2013	41
leynna				36
leyth	2015	58		
leyti		22		
leyton		43		
leyya			2002	80
lezia				28
lezin	1971	190	1954	26
lezine			1936	21
lhabib		23		
lhacen		21		
lhacene		23		
lhachmi		20		
lhadi		49		
lhana				111
lhana				40
lhane				21
lhanna				20
lhassa				29
lhea			2007	67
lhena				59
lheny		20		
lheo		47		
lhna			2012	53
lho		26		
lho	2015	66		
lhoucine		45		
lhoussaine	1981	29		
lhoussine		20		
lhya				32
lhyam		23		
li	2014	74		
li	1987	44	2008	123
li-ann				38
li-lou				43
lia			2015	255
lia			2015	112
lia			2015	3177
liaam		34		
liah			2015	183
liam	2015	20412		60
liam		26		
liame				22
liamine		95		
lian		64		
lian		34		
liana			2015	1977
liana			2015	80
lianah			2009	24
liandro	2012	69		
liane			1952	357
liane			2015	803
lianna			2014	137
lianne				21
liano		40		
liantsoa				31
liara				24
lias		29		
lias	2015	210		
liat				30
liazid	1976	161		
libera			1932	113
liberata				23
liberato		22		
libero	1929	132		
libert	1969	106		
liberta				82
libertad				101
liberte			1914	197
liberto	1951	165		
liberty				49
liborio	1966	71		
libre			1908	22
licia			2015	371
licinia				50
licinio		66		
lida			1944	280
lidia			2014	2110
lidiana				22
lidiane				35
lidie			1912	273
lidija			1981	82
lidio		24		
lidivine				47
lido		70		
lidvine				73
lidwina				26
lidwine			2001	1038
lidy			1934	312
lidya			2014	208
lidye				85
lidzy				25
lie	2015	400	2015	40
lie	1949	248	1949	79
liebert		24		
liece		22		
liee			1935	33
liel			2015	92
liela				20
lielle				21
liem		53		
lien				29
liena				32
lies	1990	248		
liese			1943	26
liesel				34
lieselotte			1944	135
liess		65		
liesse		92		
liette				77
liette				21
lieve				20
lieven		28		
lievin	1931	179		
lievine				26
ligia				59
liha				33
liham	2015	594		
lihana				75
lihanna			2009	47
lihya				41
lijah	2015	23		
lika			1981	72
lil				20
lila			2015	12586
lila				20
lila-may				21
lila-rose			2013	206
lilah			2015	365
lilan		20		
lilana				30
lilandra				35
lilas			2015	3343
lilas-rose				92
lile				28
lilea				40
lilette			1952	265
lili			2015	6012
lili-fleur				25
lili-jade				31
lili-jeanne			2007	127
lili-marie			2009	94
lili-may				59
lili-rose			2015	1562
lilia			2015	9409
liliah				37
liliam		31		
lilian	2015	24764	1937	315
liliana			2015	1257
liliane			2015	112028
lilianna				38
lilianne			1966	2198
lilias				30
lilie			2015	2113
lilie-rose			2010	143
lilien		85		
lilienne				21
liliette				27
lilio	2015	477		
lilirose			2008	188
lilit				34
lilith			2008	230
liliya				28
lilla			2004	354
lillah				63
lilli			2006	390
lillia			2003	193
lillian	2005	265	1956	68
lilliana				25
lilliane			1945	195
lillie			2015	150
lilline			1934	61
lillo		76		
lillou			2012	114
lilly			2015	4163
lilly-may				25
lilly-rose			2015	690
lillya				56
lilo	2012	224	2014	334
lilo				57
liloa				29
liloe				62
liloo			2015	802
lilou		24	2015	38599
lilou-ann				36
lilou-anne				45
lilou-rose				47
lilouan	2012	155		
lilouane				99
lilouann			2014	24
liloue			2012	91
lilouenn				20
lilouna				32
liloye			2007	90
lilwen			2014	332
lilwenn			2015	1565
lily			2015	16711
lily-ann				28
lily-anne				44
lily-fleur				28
lily-jade				87
lily-jane				35
lily-jeanne				92
lily-lou				51
lily-marie			2006	120
lily-may				97
lily-rose			2015	4394
lilya			2015	3154
lilyah			2015	67
lilyan	2015	415		
lilyana				111
lilyane			1943	207
lilye				35
lilyo		24		
lilyrose			2013	165
lim	2012	81		
lima				72
lin	1969	517	2006	161
lina			2015	652
lina			2014	27
lina			2015	49414
lina-maria			2015	34
lina-marie				31
lina-rose				63
linaelle				99
linah				92
linalle			2014	60
linaya			2015	170
lincey			1999	121
lincia				27
lincoln	2008	68		
lincy				23
linda			2015	30500
lindia				45
lindo		26		
lindsay	1994	98	2015	8187
lindsey		23	2015	1527
lindsy				38
lindy			2010	343
line			2015	12845
line			2015	520
line-marie				35
line-rose			1995	144
linea				32
lineda			1973	84
lines				25
linette			2012	1025
ling				35
linh		25	2009	170
link		24		
linka				24
linley		20	1992	20
linn				38
linna				133
linnea				54
lino			2013	34
lino	2015	4481		
linoa			2015	616
linoi			2015	99
linon			2015	125
linor				22
linoy			2015	54
linsay			2015	727
linsey			2014	429
linus		41		
linzo		20		
linzy			2006	28
lio			2012	196
lio	2015	245		
lion		30		
liona			2014	125
lionel	2015	92108		
lionele				34
lionella				32
lionelle			1958	353
lionnel	1990	2651		
lionnelle				20
lior	2015	439	2012	116
liora			2015	582
liorah				33
lioris		41		
liot	2015	133		
liott	2015	187		
liou				39
liouba				57
lirane				32
liria				48
lirio		33		
liron	2015	84		
lirone	2015	175		25
liroy	2012	130		
liroye		20		
lisa			2015	63832
lisa			2015	830
lisa			2015	293
lisa-lou				140
lisa-maria			2015	97
lisa-marie			2014	1102
lisa-mary				41
lisa-may				21
lisa-rose				101
lisabete				44
lisabeth				27
lisabeth			2015	538
lisaline				21
lisana				62
lisandra			2015	250
lisandre	2015	155	2014	124
lisandrina			2013	63
lisandro	2015	1436		
lisandru	2015	721		
lisane				21
lisanna				46
lisanne				48
lisbeth			2014	567
lise			2015	32173
lise			2015	1856
lise-anne				81
lise-berthe			1969	30
lise-laure				29
lise-marie			1996	702
lise-may			1981	122
lise-rose			1962	29
lisea			2012	638
liseberthe			1967	24
lisebeth				21
liseline				20
liselle				43
liselotte			2003	660
lisemay			1967	26
lisenn			1979	125
lisete				22
lisette			2005	4479
lisia			2013	155
lisian		29		
lisiana				30
lisiane			1974	2788
lisianne				228
lisie			2014	242
lison			2015	8788
lissa			2010	120
lissa			2013	30
lissana			2014	72
lissandra				77
lissandre	2015	110		57
lissandro	2015	522		
lissia				76
lisy			2015	450
lisyane				68
lita			1972	96
lital			2015	94
liticia				26
litzy				21
liu				22
liv			2015	1117
liva			1996	91
livai		46		
livan	1984	70		
livana				28
livane				26
livay		28		
liven		20		
livia			2015	5518
liviana				62
liviane				36
livie			2012	234
livier		72		
livina				20
livio	2015	2981		
liviu	2015	28		
livna			2013	29
livy			2000	75
livya				34
liwan		32		
liwane				22
liwen		29		45
liwenn			2013	45
liya			2015	1210
liyah			2015	457
liyam	2015	280		
liyana			2015	263
liyanah				22
liyanna				35
liyes		25		
liz			2015	952
liza			2015	379
liza			2015	2815
liza				22
lizabete				32
lizaig				30
lizandra				22
lizandro		62		
lizbeth				24
lize			2012	170
lizea			2015	873
lizenn			2015	73
lizete			1974	23
lizette				41
lizi				50
lizia			2012	129
liziane				68
lizie			2015	303
lizig			2015	39
lizio		50		
lizon			2014	253
lizy			2015	237
lizzie			2015	864
lizzy			2015	278
ljiljana			1980	102
ljubica			1978	32
ljubisa		26		
lka		21		
lla				30
llia			2014	256
llio	2015	238		
llona				148
lloris	2015	106		
llorys		26		
lloyd	2015	589		
lluis		38		
llya			2012	40
llyam		20		
lna			2015	44936
lna				91
lna			2015	960
lna-lou				31
lna-marie				29
lna-rose				48
lnac	2012	182		68
lnack	2015	57		53
lnaelle				29
lnag			2012	168
lnah			2013	44
lnak				26
lnal	2015	79		
lnalle			2015	158
lnas			2015	169
lnaya				25
lni	2015	346		24
lnie			2014	77
lnna				68
lnny		60		
lno		22		
lnora			2014	52
lny	2015	994		
lo	2015	85331		75
lo		52		74
lo-paul	2015	1549		
lo-pol	2004	71		
loa				143
loa				47
loai		42		
loam	2012	92		
loan	2014	83		
loan	2015	9725	2013	2023
loana			2015	951
loane	2008	81	2015	9761
loane			2015	193
loanie				30
loann		20		
loann	2015	2203	2013	886
loanna			2014	152
loanne			2015	2235
loaven				36
loay	2015	123		
loaye		20		
lobna			1996	560
loc	2015	104747		
loca				24
locadie			2011	96
loce				24
lochlann		26		
locia			2013	137
lock	2015	287		
lockman		26		
lodie			2015	3254
lodois		76		
lodoiska				60
loe		55		118
loeiz	2014	270		
loeiza			2015	417
loelia			2012	641
loelie			2005	170
loeline				70
loely				25
loelya				34
loen	2015	148		
loena				97
loenan		25		
loenie				41
loenn		56		
loenzo		25		
loetare	1963	111	1949	93
loeticia			1970	78
loetitia			1994	3798
loetizia			1908	55
loeva			2012	516
loevan	2015	738		
loevann		62		
loeve				33
loeza				24
loeza				34
lofti		23		
log		45		
logan	2015	11605		127
logane	2011	114	2013	475
logann	2015	445		
loganne				28
loggan		71		
loghan	2015	379		
loghann		27		
loham		25		
lohan	2015	4415		98
lohana			2007	63
lohane		21	2014	349
lohann	2015	1056	2009	88
lohanna				22
lohanne			2013	165
lohen		46		
lohengrin		20		
lohic		20		
loi	2015	203		
loic	2015	694		
loica				59
loice				72
loicia			2009	342
loick	2009	2641		
loicka				20
loid	1994	28		
loig	2003	248		
loik	2015	719		
loika				30
loina			2010	79
loine				32
lois	2015	388	2015	172
loisa			2002	101
loise				28
loise			2011	1489
loisse				20
loiz		30		
loiza			2008	103
lok		107		
loki		22		
lokman	2014	320		
lokmane		134		
lokmen		38		
lola			2015	62003
lola-marie				26
lola-rose				74
lolan		47		
lolane			2009	44
lole				21
loli			2012	252
lolia			2015	233
lolia				25
lolie			2013	330
lolie			2011	139
lolina				21
loline				77
loline			2012	68
lolita			2015	6991
lolla				135
lolly			2010	68
loly			2010	202
loly				24
lolya			2015	50
lolyta				49
loma				35
loman	2003	66		
lomane			2004	134
lomee				31
lomig	2014	179		
lon	2015	114872	1965	121
lon	2015	47		
lon-paul		30		
lona			2011	72
lona			2015	683
lona			2014	480
lona				96
lona				22
lonan		37		
lonard	2015	1806		
lonardo	2015	118		
lonce	2015	140		54
london		28		
lone				20
lone	1932	143	2012	24152
lonel	2014	63		
long	1988	88		
longin	1944	27		
loni	2014	258		21
loni				32
lonid		24		
lonidas		24		
lonie				87
lonie		22	2015	53117
lonille				23
lonin		23		
lonis		195		
lonis	2015	99		
lonna				20
lonna				22
lonne				57
lonni		98		
lonnie				53
lonnie		35		49
lonny	2015	314		
lonor				34
lonor			2015	227
lonora				42
lonore			2015	1019
lonore			2015	653
lontine			2015	23492
lony	2015	805		41
lony		31	2015	179
lonys		62		
loo				30
looane				34
looka	2015	96		
lookas		20		
loola				50
loona			2015	1519
lopaul	2015	89		
lopol		38		
lopold	2015	1455		
lopoldine			2015	345
loqman	2015	288		
loqmane		129		
loqmen		33		
lora			2015	1085
lora				22
lora			2014	121
lorada				20
loraine			2008	589
loralie			2003	81
loraline			2004	123
loraly				27
loralyne				32
loran	2011	92		
lorana			2005	63
lorane			2013	403
loranne				66
lorca		29		
lorcan		47		
lord		22		
lordana			2013	27
lore			2010	407
lorea			2015	256
loreana				56
loreane				61
loredana			2011	623
loredane				108
loreen			2002	425
loreena			2002	225
loreine				38
lorela				22
lorelai				64
lorele			2015	307
lorelei			2015	1600
lorelene				31
loreley				82
lorelia				45
lorelie				61
loreline			2013	321
lorella			1995	245
lorely				30
lorelyne				79
loren	1957	21	2013	815
lorena			2015	3265
lorence				48
lorencia			2014	34
lorenda				34
lorene			2010	3148
lorenn				68
lorenna				83
lorenne				49
lorens	2011	81		
lorenso		36		
lorent	1910	76		
lorentin		20		
lorentz		91		
lorenz	2015	272		
lorenza			2015	1421
lorenzia				29
lorenzo	2015	22896		
loresa				23
loreta				45
loreto		27		
loretta			1983	325
lorette			2015	2340
loreva				26
lori		101	2000	321
loria				110
lorian	2015	196		
loriana			2014	446
loriane			2015	3029
lorianna				45
lorianne			2010	350
loriano		47		
loric	2015	895		
lorick	2015	587		
lorie			2014	2361
lorien		25		
lorik	2015	919		
lorin		103	2014	124
lorina			2014	375
lorinda				214
lorine			2015	3288
lorinne				106
loris	2015	13214		64
loriss		31		
lorita				32
lorline				49
lorline				37
lorlyne				24
lorlyne				25
lorna			2015	292
lorna			2015	1278
lorne			2013	617
lorrain		99		
lorraine			2014	4284
lorrene				27
lorrenzo		21		
lorriane			1989	34
lorrie			1991	246
lorrine				57
lorris	2001	627		
lorry	2002	220	1994	167
lorrys		37		
lory	2008	285	2003	926
lory-anne				21
loryana				54
loryane			2005	182
loryanne				39
loryck	2008	20		
lorye				24
loryk		22		
loryn				60
loryna				39
loryne			2008	486
lorys	2015	1226		
los	2015	5860	2015	2594
losa				45
lose			2015	467
lose			2015	777
losseni		32		
lotfi	2014	1634		
lotfy		78		
lothaire	2014	462		
lothar	1950	119		
lotitia				78
lotta				20
lotte			1917	41
lottie				69
lou	2015	2430	2015	34617
lou'ann				35
lou-ambre				22
lou-an				48
lou-ana				51
lou-anas				23
lou-andra			2000	164
lou-ange				40
lou-anh				117
lou-ann			2015	6221
lou-anna			2011	247
lou-anne			2015	7327
lou-elise				21
lou-eva				113
lou-eve				52
lou-han				34
lou-hann				29
lou-jade				20
lou-jeanne				27
lou-marie				84
lou-marine				30
lou-rose			2013	76
lou-salom			2013	112
loua				40
loua	2011	50		
louai	2008	122		
louam		39		
louan	2015	148		
louan	2015	1253	2006	218
louana			2015	925
louane				39
louane		39	2015	20621
louange				37
louann	2012	241	2015	2821
louann		27		
louanna			2015	147
louanne			2015	4659
louardi		26		
louarn		23		
louay	2015	516		
louaye		60		
louba				46
loubena				23
loubna			2015	3975
louca	2015	2572		23
loucas	2015	2203		
loucca		21		
loucia			2015	371
loucian		98		
louciana			2012	110
louciane		25		
louciann		29		
louciano		44		
loucif	1991	59		
loucine				28
loucka	2012	159		
louckas	2013	47		
loucya				23
loucyan		28		
loudia				27
loudji		21		
loudmila				31
loudwig		23		
loue		21		
loue				79
louei		22		
louella				89
louen	2015	535		20
louena			2008	50
louenn	2015	375	2013	134
loueva			2006	38
louey	2014	78		
loueye		26		
louhan		94		28
louhana				35
louhane			2007	304
louhann		34		147
louhanne			2015	86
louhna			2013	31
loui		38		
louidji	2007	37		
louidjy	2006	32		
louie		30		
louines		20		
louis	2015	504437	1967	164
louis-adrien	1980	77		
louis-albert		23		
louis-alexandre	2011	296		
louis-alexis		95		
louis-amaury		22		
louis-andr		67		
louis-ange		22		
louis-antoine	1983	165		
louis-armand		38		
louis-arnaud		39		
louis-arthur	1998	113		
louis-augustin		24		
louis-axel		26		
louis-baptiste	2001	98		
louis-benot		22		
louis-bernard		33		
louis-camille		24		
louis-charles	1998	141		
louis-claude		36		
louis-clment		38		
louis-daniel		24		
louis-david		82		
louis-dominique		35		
louis-edouard		46		
louis-emmanuel	2001	91		
louis-etienne		47		
louis-ferdinand		51		
louis-flix	1967	98		
louis-franois	1996	114		
louis-frdric		55		
louis-gabriel	2015	224		
louis-georges	1990	93		
louis-gonzague		22		
louis-guillaume		88		
louis-guy	1994	72		
louis-henri	1961	118		
louis-henry		20		
louis-jacques		24		
louis-jean		91		
louis-jos		22		
louis-joseph	1955	203		
louis-julien		26		
louis-laurent		22		
louis-mael		31		
louis-malo		22		
louis-manuel		24		
louis-marc		28		
louis-marie	2015	1910		
louis-marin		36		
louis-martin		25		
louis-mathieu		25		
louis-mathis		29		
louis-maxence		34		
louis-maxime		43		
louis-michel	1950	124		
louis-nicolas	1995	103		
louis-nol		28		
louis-olivier		41		
louis-paul		154		
louis-philippe	2004	509		
louis-pierre	1960	165		
louis-raphal		33		
louis-ren		33		
louis-simon		24		
louis-thomas		33		
louis-valentin		41		
louis-victor		185		
louis-vincent		40		
louis-xavier	1997	92		
louisa			2015	15642
louisane			1966	134
louisanne			1954	141
louise		53	2015	252012
louise-amlie				24
louise-anna				27
louise-anne			1999	163
louise-marie			2012	529
louisette			1973	20124
louisia			1993	296
louisiana			1989	56
louisiane			2005	1105
louisianne			1968	139
louisie				92
louison	2015	3654	2015	3948
louisy			2015	159
louiza			2014	927
louize				34
louizon				20
loujain				22
loujaine			2012	68
loujane			2015	42
loujayn			2015	74
loujayne			2015	123
louka	2015	9591		160
loukas	2015	1562		
loukass		31		
loukia				106
loukian	2013	108		
loukiana				26
loukina				30
loukman		61		
loukmane		60		
loula			2013	430
loulia				106
loulou				48
louloua				25
loulya				23
louma				45
louma				23
loumea				20
loumen				49
loumeo		29		
loumi				23
loumia				39
loumne				26
loumo	2015	77		
loun		20		
louna				50
louna			2015	29287
louna				34
lounah				47
lounas		40		
loundja				23
lounea				29
lounes	2015	1410		32
louness	2012	80	2006	21
lounia				21
lounis	2015	1206		
louniss		35		
lounna			2015	204
louns	2015	266		
louny		39		
lounys	2014	130		
loup	2015	1612		39
louqman	2015	115		
louqmane		49		
lourde			1956	20
lourdes			1978	520
lourenco		30		
loureno	2013	43		
louri		51		
loury		28		
lous		42		
loussia				33
loussine				37
loutfi	2000	308		
louve			2015	276
louwan		22		
louwen		33		
louwenn				52
louy	2007	96		
louys		47		
louyse				34
lova		29		56
lova			2015	188
lovaina			2008	29
lovan	2014	90		
lovan	2015	477		
lovana				32
lovann		23		
lovann	2014	60		
love			2003	61
lovelie				24
lovely			2013	559
lovena			2012	50
lovina				47
lovis		20		
lowan	2015	322		
lowann		38		
lowell		71		
lowen	2015	380		
lowenn		41		
lowik		51		
loyan		31		
loyann	2015	26		
loyc		23		
loyce		26		23
loyd	2012	189		
loyola			2004	35
loys		350		
loyse				48
loza			2013	41
lsia			2015	94
lticia			1997	96
ltitia				45
ltizia				21
lu		21		20
lu'ay		30		
lu-ann				28
lua			2014	116
luan	2015	567	2001	123
luana			2015	1734
luane			2014	371
luann		23	2011	95
luanna				57
luanne			2003	81
luay		28		
luba				26
lubert	1974	44		
lubin	2015	2988		
lubna				115
luc	2015	64611	1958	126
luc-alexandre		23		
luc-andr		40		
luc-antoine		50		
luc-emmanuel		30		
luc-henri		28		
luc-marie	1961	55		
luc-michel		30		
luc-olivier		73		
luca	2015	13309		23
lucas	2015	156116	2001	33
lucay	1982	690		
lucaz		20		
lucca	2015	484		
luccas		26		
luccia				83
lucciana				55
lucciano		98		
luce	1973	628	2015	7225
luce-marie				30
lucelia				20
lucene			1942	31
lucenzo	2015	411		
lucet	1962	199		
lucette			1986	69955
luchenzo		20		
lucho		37		
luci				31
lucia			2015	7910
lucia-maria				21
lucian	2015	555		
luciana			2015	1286
luciane			1976	495
lucianna			1976	102
lucianne			1947	197
lucianno		23		
luciano	2015	2388		
lucide	1902	25		
lucie	1953	102	2015	196996
lucie-anne				72
lucie-lou				65
lucie-marie				57
lucien	2015	213441	1950	93
luciene				24
lucienne			2009	170764
lucil				33
lucila				38
lucile	1948	70	2015	35752
lucilia			1978	350
lucilien		30		
lucilla				49
lucille			2015	8975
lucillia				30
lucina			1969	197
lucinda			2012	1060
lucine			2013	854
lucio	2015	446		
lucius	1947	111		
luck	2006	169		
lucka	2014	338		
luckas	2013	360		
lucky	2009	215		
lucman		22		
luco	1978	154		
lucrce			1986	77
lucrece	1940	33	2006	861
lucrecia				72
lucretia				22
lucrezia			2003	115
lucy			2015	6810
lucy-lou				27
lucya				32
lucyan		28		
lucye				53
lucyl				54
lucyle			2003	270
lucylle				111
lucynda			2002	128
ludan	2003	26		
luderce	1992	53		
luderic	2008	116		
luderick		25		
ludger	1958	301		
ludgi	1998	71		
ludgy	1999	71		
ludiana				21
ludie				22
ludine			2005	103
ludivina				31
ludivine			2015	41722
ludivyne				84
ludiwine			1986	273
ludji	1993	34		
ludjy	2007	54		
ludmila			2015	1063
ludmilia				20
ludmilla			2012	1507
ludmillia			1993	25
ludmina			2005	84
ludmyla				37
ludmylla				21
ludo	2014	212		
ludovic	2015	126937	1966	113
ludovica			1999	105
ludovick	1999	238		
ludovico		61		
ludovie				33
ludovik	1997	100		
ludovina				27
ludovine				119
ludovique			1912	93
ludowic		30		
ludric	2002	41		
ludrick	2015	94		
ludvic	2005	73		
ludvick	1993	33		
ludvig		51		
ludvik		28		
ludvina			2009	105
ludvine				34
ludwic		20		
ludwick	2001	59		
ludwig	2014	3275		
ludwik		108		
ludwika				23
ludwin		30		
ludwina				63
ludwine			1904	106
ludwing		28		
ludy				24
ludyvine			1998	305
luena				31
lug		30		
lugan		23		
lugdivine			2002	262
lughan		34		
luguy	1973	36		
luhan	2014	112		
luidgi	2013	511		
luidgy	2013	241		
luidji	2015	263		
luidjy	2014	177		
luiggi	1971	113		
luiggy		22		
luigi	2015	4428		
luigia			1927	181
luigina			1972	180
luigino	1961	96		
luigui		24		
luiguy	1975	53		
luigy		100		
luiji		21		
luis	2015	7930		
luis-filipe		75		
luis-manuel		70		
luis-miguel		123		
luis-philippe		20		
luisa			2015	1773
luisa-maria				21
luise				45
luisella				20
luiz	2015	247		
luiza			2015	306
luk		52		
luka	2015	8274		
lukas	2015	7911		
lukasz	1995	76		
lukaz		34		
luke	2015	1243		
luken	2015	117		
lukian		61		
lukman		32		
lula			2010	174
lulla				27
lullaby				22
lulu		23		
luma			2015	73
lumen				61
lumi				34
lumina				25
luna			2015	17655
luna-maria				26
luna-marie				28
luna-rose				34
lunah				20
lune			2012	252
lunis		33		
lunise			1975	22
lunna			2008	56
lupita				51
luqman	2015	253		
lurdes			1974	165
lus		38		
lusia				30
lussy				26
lutce			2011	26
lutece			2002	90
lutecia				28
lutetia				21
lutfi		34		
lutfiye				47
luther	2000	269		
lutricia			2004	34
lutxo	2013	20		
luu				20
luuna				50
luvio	1991	34		
luyana				55
luyanna			2014	20
luz			2015	427
luzia				82
lvana			2015	104
lvi	2015	188		
lvy	2015	141		
lwis	2015	22		
lwiza				20
lxie				41
ly	1983	112	1986	195
ly-ann				59
ly-anne				29
ly-lan				59
ly-lou				62
lya			2015	84
lya			2014	112
lya			2015	5467
lyad	2013	134		
lyah			2015	626
lyam	2015	4646	2015	34
lyamin		28		
lyamine	1982	95		
lyan		68		
lyana			2015	2312
lyana				33
lyana				43
lyanah			2015	54
lyandro		31		
lyane			2012	129
lyann	2013	40		24
lyanna			2015	451
lyannah			2014	39
lyanne			2011	40
lyano		22		
lyas		34		
lyas		35		
lyazid	1980	158		
lycia			2015	617
lyda			1975	188
lyderic	2008	271		
lydia			2015	30988
lydian		60		
lydiana				38
lydiane			2007	623
lydianne				29
lydie	1959	151	2015	63051
lydie-anne				47
lydric		33		
lydwine				190
lyece		35		
lyel			2014	35
lyem		31		
lyes	2015	2015		
lyes		21		
lyess	2015	222		
lyesse		70		
lygie				67
lyha			2014	147
lyham	2015	439		
lyhana			2015	202
lyhanna			2015	81
lyhia				29
lyia				50
lyla			2015	1500
lyla-rose				33
lylah			2015	97
lylas			2015	99
lyli				46
lylia			2015	2379
lyliah				38
lylian	2015	1704		21
lyliana			2011	92
lyliane			1962	2611
lylianne				97
lylie			2015	310
lylie-rose			2010	30
lylio	2015	108		
lylla				55
lyllia				57
lyllian		48		
lyllie				38
lylloo				39
lyllou			2012	110
lylo		21		38
lyloo			2015	672
lylou			2015	6787
lylouane				28
lyloue				27
lylwen			2012	47
lylwenn			2014	213
lyly				142
lyly-rose				42
lylya				24
lyn				98
lyna			2014	119
lyna			2015	8919
lyna				48
lynaelle				40
lynah			2015	100
lynalle			2015	35
lynce				21
lyncee			1999	55
lyncia			2000	85
lynda			2015	5341
lyndia				102
lyndie			2010	112
lyndon		22		
lyndsay			2013	216
lyndsey			2010	84
lyne			2015	2269
lyne			2015	161
lynelle				22
lynes				32
lyness				22
lynette			2009	86
lynn			2015	1059
lynna			2015	418
lynne				167
lynnsha			2008	68
lyno		53		
lynoa				64
lyns				30
lynsay				33
lynsee				28
lynsey				38
lynsha			2013	56
lynsia				21
lyo		24		
lyo				23
lyona				44
lyonel	1992	779		
lyonnel	1983	255		
lyor	2011	58		
lyora				37
lyoris		67		
lyra			2013	175
lyria				82
lyron	2015	94		
lyrone	2005	43		
lyronn		28		
lyroy		20		
lys		37	2015	448
lys		85		
lysa			2015	2205
lysa			2015	314
lysa-marie				23
