firstname	1_year	1_count	2_year	2_count
lysana				36
lysandra			2012	106
lysandre	2015	849	2005	281
lysandro	2015	116		
lysane				26
lysange				33
lysanne				23
lysbeth				26
lyse				29
lyse			2015	2118
lyse-marie				47
lysea			2014	400
lysette				38
lysia			2015	278
lysian	2007	206		
lysiana				35
lysiane			2006	10105
lysianne			1958	507
lysie			2015	437
lysis				72
lyson			2014	415
lyssa				44
lyssana			2015	90
lyssandra				46
lyssandre	2010	221	2007	127
lyssandro	2013	61		
lyssia			2015	294
lyv				34
lyvan	2015	208		
lyvana			2013	27
lyvann	2015	177		
lyven		22		
lyvia			2015	862
lyvie			1999	68
lyvio	2015	196		
lywan		20		
lywen		29		20
lywenn			2015	61
lyz			2014	62
lyza			2015	95
lyza				112
lyze				20
lyzea			2006	118
lyzia				35
lyziane				21
lyzie			2014	111
lyzzie				31
m'balou				20
m'barek		102		
m'bark		36		
m'barka			1984	106
m'baye		44		
m'bemba		65		
m'hamed	1984	614		
m'hammed		40		
m'hand		32		
m'mah				44
m'mahawa				54
m'paly		39		
m'rick	2012	94		
ma			2015	298
ma			2015	84
ma	2015	2005	2015	1010
ma				58
ma-lan			2015	123
ma-lane				45
ma-lee				39
ma-li				20
ma-linh				23
ma-ly				42
maa			2015	1353
maadi		22		
maalen				51
maamar	1985	306		
maana			2015	102
maann				24
maarten		34		
maati		88		
maayan			2004	34
maayane			2015	131
mabel				70
mabintou			2013	61
mabinty				43
mabrouck		26		
mabrouk	1984	325		
mabrouka			1986	284
mac	1999	80		
macaire	1967	180	1951	57
macarena				26
maceo	2015	1285		
macha			2012	482
maciej		46		
macinissa		22		
macir		31		
macire	2012	156		49
mack		28		
mackenson	2004	22		
mackenzie		22	2014	232
mackenzy			2004	60
macky		52		
maco	2015	305		
mactar		32		
macy				31
mada				30
mada				24
madalen				82
madalena			1971	245
madalina				51
madani	2014	679		
madany		50		
madassa		46		
maddalen			2007	34
maddalena				152
maddi			2015	110
maddie			2015	553
maddison				48
maddly			1990	248
maddox		25		
maddy		45	2015	1280
maddyson				41
madec		40		
madeg		40		
madelaine			1935	678
madeleine	1944	41	2015	303756
madeleine-sophie				20
madelena				22
madelie			1950	50
madeline			2015	3425
madelon				44
madely			1988	167
madelyn				31
madelyne				231
maden	2015	163		
madenn			2014	198
mader			1989	108
madge				25
madgid		93		
madhi		120		
madhy	2015	73		
madi	2013	304		27
madia				29
madian		33		
madiana			1969	371
madiane	1998	111		
madiba	2014	150		
madie			2015	191
madigan		40		34
madigane				68
madigata		30		
madih	2010	86		
madiha				167
madihawa		22		
madil		20		
madimaro		30		
madin		20		
madina			2015	706
madine	2015	43		
madine	2012	33		
madinina				32
madioula				22
madis		21		
madison		90	2015	4588
madisone			2007	183
madisonne				27
madisson			2012	923
madissone				119
madji	1962	42		
madjid	2013	1566		
madjide	1961	72		
madjiguene				21
madjouba				68
madleen			1991	244
madlie				43
madline			2007	189
madly			2011	368
madlyn				56
madlyne				137
mado			2011	471
madoline				28
madona			1988	51
madonna			1998	40
madou		67		
madoussou				58
madrick		21		
mady	2015	689	2015	762
madyan		63		
madyana				29
madyane		27		
madyna				30
madyson			2015	943
madysone				79
madysson			2010	222
madyssone				36
mae				32
mae	2015	1701	2015	2967
mae-lee				22
mae-li				20
mae-lou				38
mae-lynn				23
mae-lys				39
maedine		38		
maee				77
mael	2015	31304	2010	548
maela			2015	1766
maelan	2015	821		73
maelane			2010	528
maelann	2008	153	2010	255
maelanne			1995	56
maeldan		51		
maele			2009	445
maelee				35
maeleen			2008	131
maelenn			2008	475
maelhys				20
maeli			2011	495
maelia			2015	1138
maelian		55		
maelic		23		
maelice			2009	180
maelick		29		
maelie			2015	2863
maelig	2010	308	2008	245
maelik		35		
maelina				39
maeline			2015	2970
maelio		20		
maelis			2014	1814
maelise			2009	162
maeliss			2009	1399
maelisse			2011	524
maeliz				24
maell				47
maella			2011	894
maellane				50
maelle			2015	24603
maelli				43
maellia			2010	144
maellie			2010	270
maelline			2010	138
maellis			2006	143
maelly			2015	974
maellya				59
maellyne			2008	58
maellys			2013	1304
maellyss				27
maellysse				31
maelo		122		
maelou			2009	69
maelwenn			2007	226
maely			2015	2442
maelya			2015	720
maelyce				65
maelye			2010	63
maelyn			2006	179
maelyna				20
maelyne			2015	1667
maelynn			2014	183
maelys		22	2015	27781
maelyse			2011	328
maelyss			2013	1198
maelysse			2010	557
maena			2015	1218
maera			2011	161
maeron	2014	149		
maesha				32
maessa			2010	165
maessane			2000	52
maeul		45		
maeva			2015	49269
maevan		74		
maevane				173
maeve			2004	312
maeven		27		
maewa				66
maewen			2008	145
maewenn			2012	627
mafalda			1934	412
mafoud		28		
mafoudia				21
magali			2012	74125
magalie			2013	25825
magaly			2002	2616
magamed		21		
magatte		22		27
magda			2015	899
magdala			2013	97
magdaleina				62
magdaleine				23
magdalena			2015	2170
magdalene			1989	54
magdalina				36
magdalna			1982	114
magdelaine			1920	351
magdeleine			2006	6477
magdelena				24
magdeline				29
magdi		58		
magdy		20		
maged		26		
magella				31
magellan		25		
maggie			1981	228
magguy			1985	245
maggy			1988	2225
maghnia			1965	122
magid	1996	464		
magida				35
magide		60		
magloire	1971	564	1961	107
magnolia			1990	261
magnus	2014	47		
magomed	2012	74		
magou			2011	162
maguelone			2014	572
maguelonne			2015	395
maguette			1988	129
magui				46
maguie				49
maguy			2011	3012
magy				21
mah	2015	4848	2015	1099
mah				86
maha			2015	562
mahad		35		
mahadi		36		
mahady		27		
mahalia			2008	167
mahalya				28
mahamadou	2015	2757		
mahamane		31		
mahamat	2014	55		
mahame		45		
mahamed	2015	65		
mahamet	1981	71		
mahamodou		36		
mahamoud	2001	101		
mahamoudou		70		
mahana				95
mahassine				27
mahaud				39
mahault			2015	533
mahaut		23	2015	1393
mahawa			2000	194
mahbouba				62
mahdi	2015	1768		
mahdia				73
mahdine		27		
mahdiya				27
mahdjouba				115
mahdy	2015	186		
mahe	2015	695	2011	69
mahe			2015	164
mahea				20
maheddine		24		
mahedine	2015	169		
mahee			2011	271
maheen				31
mahefa		23		
maheidine	2013	32		
mahel	2014	479		44
mahelia			2007	73
mahelie				22
mahelle				43
mahely			2007	40
mahelys			2009	53
mahena				26
maher	2015	973		
mahera			2015	204
mahery	2005	150		
mahesh	2010	25		
maheva			2010	340
mahfoud	1970	271		
mahi		57		33
mahia				34
mahiddine		31		
mahidine	2011	93		
mahieddine	2015	156		
mahiedine	2013	141		
mahil		30		
mahila				21
mahily			2008	32
mahin		23		
mahina			2015	504
mahine				65
mahir	2015	345		
mahira			2014	315
mahissa				24
mahjoub	1981	102		
mahjouba				152
mahl	2014	39		
mahlia				28
mahlon		39		
mahmad	1957	24		
mahmadou	2011	83		
mahmed		50		
mahmoud	2014	1237		
mahmoudou		31		
mahmud		20		
mahmut	2001	259		
mahnoor			2008	44
maho	2015	495		34
mahomed		22		
mahona				22
mahone		26		
mahony		24		
mahora				40
mahoua				21
mahra			2014	34
mahrez	1979	111		
mahsum		24		
mahsun		20		
mahva			1997	39
mahya				23
mahydine		32		
mahyna			2015	50
mahyra			2015	42
mai		23	2015	718
mai-anh				32
mai-lan			2014	118
mai-lee				56
mai-li				77
mai-line				24
mai-linh			2012	146
mai-ly			2004	146
mai-lys				30
maia			2015	4159
maialen			2015	432
maiana			2015	458
maiane				29
maiann			2010	119
maic		21		
maica				21
maicha				26
maick		23		
maickel		36		
maicky		84		
maid		23		
maida			2003	135
maide				31
maider			2008	668
maidi		21		44
maidie				36
maidine	2011	97		
maidy		23	2007	74
maie				36
maiena			1999	27
maieul	2007	100		
maigane				27
maija				23
maik		55		
maika			2015	547
maike	2002	66		
maikel		58		
maiki		56		
maiko		25		50
maiky		172		
maila			2007	131
mailan		30		
mailane				50
maile				61
mailee				89
maileen				39
mailen			2013	63
mailey	2010	39	2009	56
maili			2007	259
mailice				29
mailie			2009	335
mailine			2009	174
mailis			2007	608
mailise				21
mailiss				34
mailisse				45
maillie				22
mailly			2010	237
maillys				84
mailo	2012	42		
mailou				68
maily			2015	1404
mailye				33
mailyn				35
mailyne			2008	175
mailynn				23
mailys			2015	8677
mailyse				63
mailyss			2009	221
mailysse				100
maima				49
maimiti				80
maimouna			2015	2190
maimuna				20
maina			2015	1644
maira			2013	301
mairam			2009	46
mairame				54
maire				67
mairon	2015	85		
mairone		22		
maisa				70
maisara				23
maisha			2007	54
maissa		21	2015	5663
maissaa				29
maissae			2010	116
maissam			2007	218
maissame				41
maissan				58
maissane		26	2015	1857
maissara				112
maissem				46
maissen				27
maissene				78
maissoun				30
mait			1985	83
maita			1979	64
maitane			2015	71
maite			2008	5711
maitee				49
maitena			2014	780
maithe			1995	184
maiva			1996	123
maiway			2007	20
maiween				57
maiwen	2004	46	2015	1124
maiwene				22
maiwenn		29	2015	4901
maiwenne				47
maixent	2003	357		
maiya				53
maiza			2012	26
maja			2015	212
majandra				40
majd	2014	139		
majda			2015	1193
majdeline			1996	150
majdi	1994	299		
majdoline				167
majdouline			2014	400
majed		62		
majid	2014	1465		
majida				176
majide		71		
majoric		23		
majorie				38
majoub		20		
majouba				34
maka			2013	93
maka	1984	111		29
makan	2015	684		
makbule				42
makeda			2010	93
makenson	2006	25		
makenzie				29
makenzy				30
makha		43		
makhan		33		
makhlouf		111		
makhtar		28		
maki		46		
makia				22
makine		68		
makka				30
maklouf	1971	111		
makram	1985	224		
makrem		67		
maksen	2015	167		
maksim	2015	166		
maksymilian	2011	72		
maky		29		
mal				25
mal	2015	14599	2013	66
mala				30
mala			2014	357
malaak				41
malado				78
malaika			2011	277
malak		44	2015	2333
malaka			2015	109
malake			2007	157
malal		43		
malala				29
malamine	2007	151		
malan	2015	566	2013	40
malan		23		
malane			2015	574
malang		54		
malann		61	2015	126
malanne				25
malaurie			2011	1292
malaury	2003	123	2014	1698
malcie			1914	49
malcolm	2015	1463		
malcom	2014	1191		
malcome		21		
malcy				28
male		30		
male				81
malea				36
maleaume	2008	82		
malec		24		
maleck		59		
malee				37
maleen				97
malek	2015	2067	2015	644
maleka				95
maleke				33
malena			2013	640
malene				26
malenn				51
maley	2015	47		43
malfada				28
malha			1964	101
malhaury				55
malhia				27
malhon		36		
malhone		24		
malhory				22
mali		89	2010	117
mali			2011	196
malia			2015	1466
malia			2015	955
maliah			2013	37
maliana				48
malic		74		
malica			1977	204
malice				21
malice			2014	37
malicia			2014	1002
malick	2015	1366		
malicka			1985	87
malicya				31
malie			2015	1832
malie				94
malig	2013	46		32
maliha			2015	179
malik	2015	10704		
malika			2015	23104
malike		85		
maliki		35		
malina				23
malina				183
maline			2015	1884
malinka				35
malis			2013	449
malisa				30
malise				25
maliss			1996	143
malissa				88
malisse			2014	84
malissia			1993	79
maliya			2015	77
maliyah				28
maliza			2014	60
malka				90
malkiel	2013	48		
malko		125		
malkom		27		
malla			2015	230
mallaurie			2003	378
mallaury	2004	106	2013	3188
malle			2015	5684
malle	2004	88		
mallia			2005	30
mallia			2015	69
mallie			2015	103
mallika				38
malline				46
mallone		26		
mallorie			2004	736
mallory	2001	618	2013	2052
mally				30
mally			2015	539
mallya			2015	90
mallyne				23
mallys			2015	385
malna				65
malo	2015	185		
malo	2015	45	2015	276
malo	2015	12764		34
maloan		31		
maloe		30	2011	289
maloe				20
malon	2012	178		
malone	2015	3382	2008	184
malonn	2015	377		
malonne		29		
malorie			2014	2489
malorine				28
malory	1994	329	2015	1756
malou		124	2015	1211
malou				66
malow		35		
malown		28		
maloya				81
malte		21		
malu				22
malvin	2006	305		
malvina			2015	4020
malvine		24		71
malvyn	2015	97		
malvyna				126
malween		38		
malwen		61		
malwenn				33
malwenn		24	2003	86
malwina				29
maly			2015	2440
maly		22		129
malya			2015	632
malya			2015	1101
malyah			2013	39
malyana			2011	50
malyce				24
malycia			2012	179
malyck		23		
malye				53
malyk		53		
malyka			2000	80
malyn				90
malyna			2014	29
malyne			2015	1648
malynn			2015	138
malyo		21		
malys			2015	12674
malyse			2015	102
malyss			2015	435
malyssa				32
malysse			2015	262
malyssia				94
mama		27	2015	872
mamadi	2013	256		
mamadou	2015	5938		
mamadou-lamine		71		
mamadouba		32		
mamady	2015	316		
maman				22
mamar	1976	163		
mamassa				24
mamba			2013	42
mamby		25		
mame		75	2015	490
mame-diarra			2015	100
mame-fatou				22
mamedi		41		
mamedy		53		
mamert	1956	149	1933	75
mamia				25
mamma				36
mammadou		25		
mammar		44		
mamode	1971	189		
mamou			2015	478
mamoud		97		
mamoudou	2015	704		
mamoun		51		
mamouna				22
mamouna			2015	576
mamour		24		
mamoutou		20		
mamy		54		28
man		26		20
man			2015	47
mana			2015	1116
mana		35	2007	175
mana				30
mana				44
manae				41
manael	2004	102		23
manaelle			2006	82
manahil				29
manaig				20
manal			2015	1600
manal		68		
manale			2002	275
manali				26
manalle			2011	33
manalle				22
manao	2013	114		
manar		37	2015	725
manare				71
manass	2011	47		
manassa			2015	32
manasse	2010	159		
manatea		35		
manau		56		
manava				21
manava				36
manavai				20
manda		26	1999	91
mandana				46
mandarine				43
manddy				49
mande	1907	22		
mandela		32		
mandi				37
mandie				146
mandine				94
mandoline				24
mandresy		20		
mandy		46	2014	5445
mane				24
mane		21		75
manea		30	2007	171
manec	2007	64		
manech	2015	315		
maneck	2015	69		
manek		54		
manel	2008	151	2015	8241
manele			2008	295
manell				22
manelle			2015	2049
maneo		46		
manes		32		
manessa			2014	48
maneva				24
manfred	1959	696		
manh		40		
manhattan		22		35
mani	2015	465		36
mania				46
maniame		22		
manika			1961	56
manil	2015	206		
manila			1989	67
manille		23		66
manina				33
manis		47		
manisha				48
manissa			2014	100
manivone				21
manl			2012	26
manle			2013	49
manna				28
mannaig			1981	65
mannel				25
mannon				91
mannuella			1961	30
manny	2014	213		
mano		34		
mano	2015	807	2013	109
mano	2015	678		
manoa	2015	1130	2015	389
manoah	2015	755	2005	69
manoe	2015	414	2007	128
manoel	1998	703		
manoela				53
manoella				43
manoelle				102
manoha	2015	74	2007	43
manol		46		
manola			2005	460
manoli			2001	98
manolia				41
manolie				145
manoline				55
manolis		65		
manolita			1969	430
manolito		160		
manolo	2015	987		
manoly				46
manolya			1996	109
manon		21	2015	158998
manora			1994	23
manou		29		54
manoubi		23		
manoubia			1973	56
manouchka			2005	131
manouk		32		
mansata				23
mansita				21
manson		48		
mansour	2015	1035		
mansoura				37
mansouria				113
manssour		56		
mansur		27		
mansuy		31		
manthia				44
manthita			2005	64
manu	2011	524		
manua		28		
manuarii		32		
manuel	2015	36243		
manuela			2015	9228
manuele		23	1963	152
manuelita				22
manuella			2015	8306
manuelle			1995	1549
manuelo		34		
manula			1968	33
manureva				84
manutea		60		
many	2014	372		38
manyl	2010	58		
manzon	2009	69		
mao	2015	475		54
maodan		72		
maodez		27		
maogan		39		
maolan		36		
maoline				45
maona				92
maoni		35		23
maonie				49
maony		24		
maora				56
maori		91		26
maorie				45
maoris		23		
maoro		42		
maory		49		
maoude				32
maoulida	2012	33		
mara			2015	258
mara	2008	83	2015	571
marah				33
maral				41
maram			2015	720
marame			2015	160
maranatha				20
marat		68		
maravillas				22
marc	2015	236655	1967	264
marc'andria	2015	85		
marc-adrien		44		
marc-alain		63		
marc-alban		21		
marc-albert		20		
marc-alexandre	2007	425		
marc-alexis		52		
marc-andr	2003	753		
marc-andria	2009	23		
marc-ange	2013	71		
marc-anthony	2010	153		
marc-antoine	2015	5229		
marc-antony		20		
marc-arthur		37		
marc-aurel		46		
marc-aurele	2002	214		
marc-aurle		65		
marc-aurlien		32		
marc-claude		26		
marc-daniel		21		
marc-david		35		
marc-edouard		83		
marc-elie	1994	80		
marc-emmanuel	2013	174		
marc-eric		53		
marc-etienne		114		
marc-franois		75		
marc-henri	1987	363		
marc-henry		83		
marc-jean		46		
marc-laurent		24		
marc-louis		23		
marc-michel	1999	75		
marc-olivier	2012	851		
marc-paul		43		
marc-philippe		77		
marc-pierre		51		
marceau	2015	20173		
marcel	2015	466615	1901	71
marcela				46
marcele				65
marcelin	2015	3622		
marcelina			1926	123
marceline			2010	8029
marcelino	2007	340		
marcella			2014	651
marcelle		40	2013	229415
marcellia			1949	76
marcellin	2015	3328		
marcellina			1949	102
marcelline			2004	8779
marcellino	1971	108		
marcello	2015	509		
marcellus	1968	203		
marcelly	1926	23		
marcelo	2015	195		
marcely	1944	73		
marcelyne				35
marcia			2009	434
marcial		127		
marciana			2012	24
marciano	2013	66		
marcie				59
marcien	1963	167		
marcienne			1959	254
marcin		32		
marcio		158		
marck	1995	184		
marco	2015	7370		
marco-antonio		23		
marco-paulo		74		
marcos	2012	454		
marcu	2015	29		
marcu-andria	2007	23		
marcu-maria	2014	21		
marcuccia				26
marcus	2015	2282		
marcy			1997	161
mardaye			1925	78
marde	1955	127		
mardemoutou	1922	56		
mardiros		20		
mardjane				20
mardoche		82		
mardochee	1963	66		
marec		35		
mareck		30		
mareen				32
marek	2014	404		
marella				23
mareme			1989	97
mareva			2011	1497
marga			1963	103
margalith				25
margaret			2015	2971
margareta				31
margarete				41
margareth			2000	912
margarethe			1959	34
margarett				74
margarette			1979	194
margarida			1975	279
margarita			1975	505
margau			1995	82
margaud			2010	184
margault			2013	322
margaut				60
margaux			2015	53364
marge				24
margerie			1996	174
margery				38
margherita				193
margie				39
margit				22
margo			2015	1724
margod				33
margot			2015	40062
margotte			1933	97
marguarita				32
marguerita			1968	143
marguerite	1963	151	2015	270981
marguerite-marie			2000	712
margueritte			1952	510
mari	1903	75	1998	333
mari-sol				25
mari-wenn			1999	47
maria		50	2015	137082
maria-adelaide				32
maria-alexandra				22
maria-alice				61
maria-amlia				38
maria-amparo				24
maria-angela				62
maria-angeles				38
maria-angelina				21
maria-anna				21
maria-antonia				81
maria-antonietta				27
maria-augusta				23
maria-candida				22
maria-carmen			1972	250
maria-celeste				25
maria-christina			1975	334
maria-christine				105
maria-clara				61
maria-conception				36
maria-concetta				26
maria-cristina			1975	182
maria-cruz			1966	33
maria-de			1967	54
maria-del			1968	85
maria-dolores			1973	520
maria-dolors				29
maria-elena			1969	93
maria-elisabeth				80
maria-emilia			1973	46
maria-fatima			1973	237
maria-fernanda				54
maria-francesca			2008	37
maria-francisca				24
maria-gloria				33
maria-gorete				23
maria-gracia				23
maria-grazia				49
maria-helena			1972	248
maria-hlne				36
maria-ins				39
maria-isabel			1976	312
maria-isabelle			1971	188
maria-jesus			1974	152
maria-joao				22
maria-jos			1975	417
maria-josee				44
maria-josefa			1968	79
maria-julia				23
maria-laura				32
maria-lina				27
maria-louisa			1964	137
maria-louise				29
maria-lourdes				67
maria-lucia				46
maria-luisa			1971	328
maria-luz				53
maria-madalena				29
maria-madeleine				23
maria-magdalena				39
maria-manuela			1975	103
maria-manuella				29
maria-mercedes				38
maria-nieves				27
maria-paula				22
maria-pia			1966	130
maria-pilar			1971	129
maria-rita			1965	23
maria-rosa			1973	234
